"";"date_start_balance";"date_end_balance";"booking_date";"start_balance";"end_balance";"amount";"booking_text";"tx_code"
"7872";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;522;"SEPA-Gutschrift";"166"
"7873";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;521;"SEPA-Gutschrift";"166"
"7874";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;520;"SEPA-Gutschrift";"166"
"7875";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;490;"SEPA-Gutschrift";"166"
"7876";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;489,23;"SEPA-Gutschrift";"166"
"7877";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;487,5;"SEPA-Gutschrift";"166"
"7878";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;451;"SEPA-Gutschrift";"166"
"7879";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;415;"SEPA-Gutschrift";"166"
"7880";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;394;"SEPA-Gutschrift";"166"
"7881";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;394;"SEPA-Gutschrift";"166"
"7882";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;338,6;"SEPA-Gutschrift";"166"
"7883";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;214;"SEPA-Gutschrift";"166"
"7884";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;200;"SEPA-Gutschrift";"166"
"7885";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;132;"SEPA-Gutschrift";"166"
"7886";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;117,2;"SEPA-Gutschrift";"166"
"7887";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;69;"SEPA-Gutschrift";"166"
"7888";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;49;"SEPA-Gutschrift";"166"
"7889";"08.07.16";"11.07.16";"11.07.16";34458,77;36615,9;1649;"SEPA-Gutschrift";"166"
"7890";"08.07.16";"11.07.16";"11.07.16";34458,77;36615,9;489,8;"SEPA-Gutschrift";"166"
"7891";"08.07.16";"11.07.16";"11.07.16";34458,77;36615,9;18,33;"SEPA-Gutschrift";"166"
"7892";"08.07.16";"11.07.16";"11.07.16";40902,6;33959,61;-6942,99;"SEPA-Ueberweisungsdatei";"191"
"7893";"08.07.16";"11.07.16";"11.07.16";28906,49;29485,49;579;"SEPA-Gutschrift";"166"
"7894";"08.07.16";"11.07.16";"11.07.16";30549,48;34221,48;3672;"SEPA-Gutschrift";"166"
"7895";"08.07.16";"12.07.16";"12.07.16";1954565,76;1664565,76;-250000;"SEPA-Ueberweisungsdatei";"191"
"7896";"08.07.16";"12.07.16";"12.07.16";1954565,76;1664565,76;-40000;"SEPA-Ueberweisungsdatei";"191"
"7897";"08.07.16";"12.07.16";"12.07.16";1979,8;21289,8;20000;"SEPA-Gutschrift";"166"
"7898";"08.07.16";"12.07.16";"12.07.16";1979,8;21289,8;-690;"SEPA-Ueberweisung";"116"
"7899";"08.07.16";"12.07.16";"12.07.16";6789,1;765,65;8528,31;"AUSSENH.";"202"
"7900";"08.07.16";"12.07.16";"12.07.16";6789,1;765,65;-3499,51;"AUSSENH.";"201"
"7901";"08.07.16";"12.07.16";"12.07.16";6789,1;765,65;-3144,21;"AUSSENH.";"201"
"7902";"08.07.16";"12.07.16";"12.07.16";6789,1;765,65;-2331,21;"AUSSENH.";"201"
"7903";"08.07.16";"12.07.16";"12.07.16";6789,1;765,65;-1397,21;"AUSSENH.";"201"
"7904";"08.07.16";"12.07.16";"12.07.16";6789,1;765,65;-1244,21;"AUSSENH.";"201"
"7905";"08.07.16";"12.07.16";"12.07.16";6789,1;765,65;-928,21;"AUSSENH.";"201"
"7906";"08.07.16";"12.07.16";"12.07.16";6789,1;765,65;-504,21;"AUSSENH.";"201"
"7907";"08.07.16";"12.07.16";"12.07.16";6789,1;765,65;-445,21;"AUSSENH.";"201"
"7908";"08.07.16";"12.07.16";"12.07.16";6789,1;765,65;-390,21;"AUSSENH.";"201"
"7909";"08.07.16";"12.07.16";"12.07.16";6789,1;765,65;-231,21;"AUSSENH.";"201"
"7910";"08.07.16";"12.07.16";"12.07.16";6789,1;765,65;-154,21;"AUSSENH.";"201"
"7911";"08.07.16";"12.07.16";"12.07.16";6789,1;765,65;-144,21;"AUSSENH.";"201"
"7912";"08.07.16";"12.07.16";"12.07.16";6789,1;765,65;-75,41;"AUSSENH.";"201"
"7913";"08.07.16";"12.07.16";"12.07.16";6789,1;765,65;-62,53;"AUSSENH.";"201"
"7914";"08.07.16";"11.07.16";"11.07.16";93406,21;73588,94;499;"SEPA-Gutschrift";"166"
"7915";"08.07.16";"11.07.16";"11.07.16";93406,21;73588,94;194;"SEPA-Gutschrift";"166"
"7916";"08.07.16";"11.07.16";"11.07.16";93406,21;73588,94;-16378,4;"SEPA-Ueberweisungsdatei";"191"
"7917";"08.07.16";"11.07.16";"11.07.16";93406,21;73588,94;-3387,04;"SEPA-Ueberweisungsdatei";"191"
"7918";"08.07.16";"11.07.16";"11.07.16";93406,21;73588,94;-744,83;"SEPA-Ueberweisung";"116"
"7919";"08.07.16";"11.07.16";"11.07.16";109860,52;49825,33;-60035,19;"SEPA-Ueberweisungsdatei";"191"
"7920";"08.07.16";"12.07.16";"12.07.16";1954565,76;1664565,76;-250000;"SEPA-Ueberweisungsdatei";"191"
"7921";"08.07.16";"12.07.16";"12.07.16";1954565,76;1664565,76;-40000;"SEPA-Ueberweisungsdatei";"191"
"7922";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;47998,73;"SEPA-Gutschrift";"166"
"7923";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;2350;"SEPA-Gutschrift";"166"
"7924";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;2179,3;"SEPA-Gutschrift";"166"
"7925";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;1369;"SEPA-Gutschrift";"166"
"7926";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;1039;"SEPA-Gutschrift";"166"
"7927";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;969,65;"SEPA-Gutschrift";"166"
"7928";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;822;"SEPA-Gutschrift";"166"
"7929";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;809;"SEPA-Gutschrift";"166"
"7930";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;772;"SEPA-Gutschrift";"166"
"7931";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;713;"SEPA-Gutschrift";"166"
"7932";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;529,6;"SEPA-Gutschrift";"166"
"7933";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;522;"SEPA-Gutschrift";"166"
"7934";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;521;"SEPA-Gutschrift";"166"
"7935";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;520;"SEPA-Gutschrift";"166"
"7936";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;490;"SEPA-Gutschrift";"166"
"7937";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;489,23;"SEPA-Gutschrift";"166"
"7938";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;487,5;"SEPA-Gutschrift";"166"
"7939";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;451;"SEPA-Gutschrift";"166"
"7940";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;415;"SEPA-Gutschrift";"166"
"7941";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;394;"SEPA-Gutschrift";"166"
"7942";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;394;"SEPA-Gutschrift";"166"
"7943";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;338,6;"SEPA-Gutschrift";"166"
"7944";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;214;"SEPA-Gutschrift";"166"
"7945";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;200;"SEPA-Gutschrift";"166"
"7946";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;132;"SEPA-Gutschrift";"166"
"7947";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;117,2;"SEPA-Gutschrift";"166"
"7948";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;69;"SEPA-Gutschrift";"166"
"7949";"08.07.16";"11.07.16";"11.07.16";222045,84;287400,65;49;"SEPA-Gutschrift";"166"
"7950";"08.07.16";"11.07.16";"11.07.16";34458,77;36615,9;1649;"SEPA-Gutschrift";"166"
"7951";"08.07.16";"11.07.16";"11.07.16";34458,77;36615,9;489,8;"SEPA-Gutschrift";"166"
"7952";"08.07.16";"11.07.16";"11.07.16";34458,77;36615,9;18,33;"SEPA-Gutschrift";"166"
"7953";"08.07.16";"11.07.16";"11.07.16";40902,6;33959,61;-6942,99;"SEPA-Ueberweisungsdatei";"191"
"7954";"08.07.16";"11.07.16";"11.07.16";28906,49;29485,49;579;"SEPA-Gutschrift";"166"
"7955";"08.07.16";"12.07.16";"12.07.16";1979,8;21289,8;20000;"SEPA-Gutschrift";"166"
"7956";"08.07.16";"12.07.16";"12.07.16";1979,8;21289,8;-690;"SEPA-Ueberweisung";"116"
"7957";"08.07.16";"11.07.16";"11.07.16";30549,48;34221,48;3672;"SEPA-Gutschrift";"166"
"7958";"08.07.16";"12.07.16";"12.07.16";6789,1;765,65;8528,31;"AUSSENH.";"202"
"7959";"08.07.16";"12.07.16";"12.07.16";6789,1;765,65;-3499,51;"AUSSENH.";"201"
"7960";"08.07.16";"12.07.16";"12.07.16";6789,1;765,65;-3144,21;"AUSSENH.";"201"
"7961";"08.07.16";"12.07.16";"12.07.16";6789,1;765,65;-2331,21;"AUSSENH.";"201"
"7962";"08.07.16";"12.07.16";"12.07.16";6789,1;765,65;-1397,21;"AUSSENH.";"201"
"7963";"08.07.16";"12.07.16";"12.07.16";6789,1;765,65;-1244,21;"AUSSENH.";"201"
"7964";"08.07.16";"12.07.16";"12.07.16";6789,1;765,65;-928,21;"AUSSENH.";"201"
"7965";"08.07.16";"12.07.16";"12.07.16";6789,1;765,65;-504,21;"AUSSENH.";"201"
"7966";"08.07.16";"12.07.16";"12.07.16";6789,1;765,65;-445,21;"AUSSENH.";"201"
"7967";"08.07.16";"12.07.16";"12.07.16";6789,1;765,65;-390,21;"AUSSENH.";"201"
"7968";"08.07.16";"12.07.16";"12.07.16";6789,1;765,65;-231,21;"AUSSENH.";"201"
"7969";"08.07.16";"12.07.16";"12.07.16";6789,1;765,65;-154,21;"AUSSENH.";"201"
"7970";"08.07.16";"12.07.16";"12.07.16";6789,1;765,65;-144,21;"AUSSENH.";"201"
"7971";"08.07.16";"12.07.16";"12.07.16";6789,1;765,65;-75,41;"AUSSENH.";"201"
"7972";"08.07.16";"12.07.16";"12.07.16";6789,1;765,65;-62,53;"AUSSENH.";"201"
"7973";"08.07.16";"08.07.16";"08.07.16";23175,33;24595,33;1420;"FASTER PAYMENTS";"051"
"7974";"11.07.16";"12.07.16";"12.07.16";73588,94;168054,82;2e+05;"SEPA-Gutschrift";"166"
"7975";"11.07.16";"12.07.16";"12.07.16";73588,94;168054,82;41858,65;"SEPA-Gutschrift";"166"
"7976";"11.07.16";"12.07.16";"12.07.16";73588,94;168054,82;63,74;"SEPA-Gutschrift";"166"
"7977";"11.07.16";"12.07.16";"12.07.16";73588,94;168054,82;-70789,53;"SEPA Basislastschrift";"105"
"7978";"11.07.16";"12.07.16";"12.07.16";73588,94;168054,82;-41517,32;"SEPA-Ueberweisungsdatei";"191"
"7979";"11.07.16";"12.07.16";"12.07.16";73588,94;168054,82;-35149,66;"SEPA-Ueberweisungsdatei";"191"
"7980";"11.07.16";"12.07.16";"12.07.16";49825,33;35859,03;-8894,88;"AUSSENH.";"201"
"7981";"11.07.16";"12.07.16";"12.07.16";49825,33;35859,03;-3982,08;"AUSSENH.";"201"
"7982";"11.07.16";"12.07.16";"12.07.16";49825,33;35859,03;-1089,34;"AUSSENH.";"201"
"7983";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;1971,65;"SEPA-Gutschrift";"166"
"7984";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;1544;"SEPA-Gutschrift";"166"
"7985";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;1477;"SEPA-Gutschrift";"166"
"7986";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;1418,65;"SEPA-Gutschrift";"166"
"7987";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;913,5;"SEPA-Gutschrift";"166"
"7988";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;840;"SEPA-Gutschrift";"166"
"7989";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;809;"SEPA-Gutschrift";"166"
"7990";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;755;"SEPA-Gutschrift";"166"
"7991";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;644;"SEPA-Gutschrift";"166"
"7992";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;639,15;"SEPA-Gutschrift";"166"
"7993";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;619;"SEPA-Gutschrift";"166"
"7994";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;583;"SEPA-Gutschrift";"166"
"7995";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;399;"SEPA-Gutschrift";"166"
"7996";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;399;"SEPA-Gutschrift";"166"
"7997";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;373,8;"SEPA-Gutschrift";"166"
"7998";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;364;"SEPA-Gutschrift";"166"
"7999";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;364;"SEPA-Gutschrift";"166"
"8000";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;323,35;"SEPA-Gutschrift";"166"
"8001";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;294;"SEPA-Gutschrift";"166"
"8002";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;264,65;"SEPA-Gutschrift";"166"
"8003";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;245;"SEPA-Gutschrift";"166"
"8004";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;115;"SEPA-Gutschrift";"166"
"8005";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;113,54;"SEPA-Gutschrift";"166"
"8006";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;80;"SEPA-Gutschrift";"166"
"8007";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;45;"SEPA-Gutschrift";"166"
"8008";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;16,41;"SEPA-Gutschrift";"166"
"8009";"11.07.16";"12.07.16";"12.07.16";-9551,59;40448,41;50000;"SEPA-Gutschrift";"166"
"8010";"11.07.16";"12.07.16";"12.07.16";36615,9;39894,8;2449,9;"SEPA-Gutschrift";"166"
"8011";"11.07.16";"12.07.16";"12.07.16";36615,9;39894,8;829;"SEPA-Gutschrift";"166"
"8012";"11.07.16";"12.07.16";"12.07.16";29485,49;31422,09;1936,6;"SEPA-Gutschrift";"166"
"8013";"11.07.16";"12.07.16";"12.07.16";91264,53;-68,87;-28697,34;"AUSSENH.";"201"
"8014";"11.07.16";"12.07.16";"12.07.16";91264,53;-68,87;-19047,34;"AUSSENH.";"201"
"8015";"11.07.16";"12.07.16";"12.07.16";91264,53;-68,87;-12597,34;"AUSSENH.";"201"
"8016";"11.07.16";"12.07.16";"12.07.16";91264,53;-68,87;-9547,34;"AUSSENH.";"201"
"8017";"11.07.16";"12.07.16";"12.07.16";91264,53;-68,87;-4607,34;"AUSSENH.";"201"
"8018";"11.07.16";"12.07.16";"12.07.16";91264,53;-68,87;-4147,34;"AUSSENH.";"201"
"8019";"11.07.16";"12.07.16";"12.07.16";91264,53;-68,87;-4047,34;"AUSSENH.";"201"
"8020";"11.07.16";"12.07.16";"12.07.16";91264,53;-68,87;-3047,34;"AUSSENH.";"201"
"8021";"11.07.16";"12.07.16";"12.07.16";91264,53;-68,87;-2947,34;"AUSSENH.";"201"
"8022";"11.07.16";"12.07.16";"12.07.16";91264,53;-68,87;-2647,34;"AUSSENH.";"201"
"8023";"11.07.16";"13.07.16";"13.07.16";33959,61;13473,63;-20485,98;"SEPA-Ueberweisungsdatei";"191"
"8024";"11.07.16";"13.07.16";"13.07.16";34221,48;41232,48;3591;"SEPA-Gutschrift";"166"
"8025";"11.07.16";"13.07.16";"13.07.16";34221,48;41232,48;1950;"SEPA-Gutschrift";"166"
"8026";"11.07.16";"13.07.16";"13.07.16";34221,48;41232,48;1470;"SEPA-Cash Management Gutsch";"166"
"8027";"11.07.16";"18.07.16";"18.07.16";33146,52;37798,33;4651,81;"AUSSENH.";"202"
"8028";"11.07.16";"12.07.16";"12.07.16";73588,94;168054,82;2e+05;"SEPA-Gutschrift";"166"
"8029";"11.07.16";"12.07.16";"12.07.16";73588,94;168054,82;41858,65;"SEPA-Gutschrift";"166"
"8030";"11.07.16";"12.07.16";"12.07.16";73588,94;168054,82;63,74;"SEPA-Gutschrift";"166"
"8031";"11.07.16";"12.07.16";"12.07.16";73588,94;168054,82;-70789,53;"SEPA Basislastschrift";"105"
"8032";"11.07.16";"12.07.16";"12.07.16";73588,94;168054,82;-41517,32;"SEPA-Ueberweisungsdatei";"191"
"8033";"11.07.16";"12.07.16";"12.07.16";73588,94;168054,82;-35149,66;"SEPA-Ueberweisungsdatei";"191"
"8034";"11.07.16";"12.07.16";"12.07.16";49825,33;35859,03;-8894,88;"AUSSENH.";"201"
"8035";"11.07.16";"12.07.16";"12.07.16";49825,33;35859,03;-3982,08;"AUSSENH.";"201"
"8036";"11.07.16";"12.07.16";"12.07.16";49825,33;35859,03;-1089,34;"AUSSENH.";"201"
"8037";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;1971,65;"SEPA-Gutschrift";"166"
"8038";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;1544;"SEPA-Gutschrift";"166"
"8039";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;1477;"SEPA-Gutschrift";"166"
"8040";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;1418,65;"SEPA-Gutschrift";"166"
"8041";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;913,5;"SEPA-Gutschrift";"166"
"8042";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;840;"SEPA-Gutschrift";"166"
"8043";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;809;"SEPA-Gutschrift";"166"
"8044";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;755;"SEPA-Gutschrift";"166"
"8045";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;644;"SEPA-Gutschrift";"166"
"8046";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;639,15;"SEPA-Gutschrift";"166"
"8047";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;619;"SEPA-Gutschrift";"166"
"8048";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;583;"SEPA-Gutschrift";"166"
"8049";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;399;"SEPA-Gutschrift";"166"
"8050";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;399;"SEPA-Gutschrift";"166"
"8051";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;373,8;"SEPA-Gutschrift";"166"
"8052";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;364;"SEPA-Gutschrift";"166"
"8053";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;364;"SEPA-Gutschrift";"166"
"8054";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;323,35;"SEPA-Gutschrift";"166"
"8055";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;294;"SEPA-Gutschrift";"166"
"8056";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;264,65;"SEPA-Gutschrift";"166"
"8057";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;245;"SEPA-Gutschrift";"166"
"8058";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;115;"SEPA-Gutschrift";"166"
"8059";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;113,54;"SEPA-Gutschrift";"166"
"8060";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;80;"SEPA-Gutschrift";"166"
"8061";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;45;"SEPA-Gutschrift";"166"
"8062";"11.07.16";"12.07.16";"12.07.16";287400,65;303011,35;16,41;"SEPA-Gutschrift";"166"
"8063";"11.07.16";"12.07.16";"12.07.16";-9551,59;40448,41;50000;"SEPA-Gutschrift";"166"
"8064";"11.07.16";"12.07.16";"12.07.16";36615,9;39894,8;2449,9;"SEPA-Gutschrift";"166"
"8065";"11.07.16";"12.07.16";"12.07.16";36615,9;39894,8;829;"SEPA-Gutschrift";"166"
"8066";"11.07.16";"13.07.16";"13.07.16";33959,61;13473,63;-20485,98;"SEPA-Ueberweisungsdatei";"191"
"8067";"11.07.16";"12.07.16";"12.07.16";29485,49;31422,09;1936,6;"SEPA-Gutschrift";"166"
"8068";"11.07.16";"13.07.16";"13.07.16";34221,48;41232,48;3591;"SEPA-Gutschrift";"166"
"8069";"11.07.16";"13.07.16";"13.07.16";34221,48;41232,48;1950;"SEPA-Gutschrift";"166"
"8070";"11.07.16";"13.07.16";"13.07.16";34221,48;41232,48;1470;"SEPA-Cash Management Gutsch";"166"
"8071";"11.07.16";"12.07.16";"12.07.16";91264,53;-68,87;-28697,34;"AUSSENH.";"201"
"8072";"11.07.16";"12.07.16";"12.07.16";91264,53;-68,87;-19047,34;"AUSSENH.";"201"
"8073";"11.07.16";"12.07.16";"12.07.16";91264,53;-68,87;-12597,34;"AUSSENH.";"201"
"8074";"11.07.16";"12.07.16";"12.07.16";91264,53;-68,87;-9547,34;"AUSSENH.";"201"
"8075";"11.07.16";"12.07.16";"12.07.16";91264,53;-68,87;-4607,34;"AUSSENH.";"201"
"8076";"11.07.16";"12.07.16";"12.07.16";91264,53;-68,87;-4147,34;"AUSSENH.";"201"
"8077";"11.07.16";"12.07.16";"12.07.16";91264,53;-68,87;-4047,34;"AUSSENH.";"201"
"8078";"11.07.16";"12.07.16";"12.07.16";91264,53;-68,87;-3047,34;"AUSSENH.";"201"
"8079";"11.07.16";"12.07.16";"12.07.16";91264,53;-68,87;-2947,34;"AUSSENH.";"201"
"8080";"11.07.16";"12.07.16";"12.07.16";91264,53;-68,87;-2647,34;"AUSSENH.";"201"
"8081";"11.07.16";"18.07.16";"18.07.16";33146,52;37798,33;4651,81;"AUSSENH.";"202"
"8082";"12.07.16";"12.07.16";"12.07.16";24595,33;26428,43;748,75;"FASTER PAYMENTS";"051"
"8083";"12.07.16";"12.07.16";"12.07.16";24595,33;26428,43;675,35;"FASTER PAYMENTS";"051"
"8084";"12.07.16";"12.07.16";"12.07.16";24595,33;26428,43;409;"FASTER PAYMENTS";"051"
"8085";"12.07.16";"13.07.16";"13.07.16";168054,82;166054,82;99;"SEPA Rueckgabe";"159"
"8086";"12.07.16";"13.07.16";"13.07.16";168054,82;166054,82;50;"SEPA Rueckgabe";"159"
"8087";"12.07.16";"13.07.16";"13.07.16";168054,82;166054,82;-2149;"SEPA Basislastschrift";"105"
"8088";"12.07.16";"13.07.16";"13.07.16";35859,03;27665,17;-8193,86;"SEPA-Ueberweisungsdatei";"191"
"8089";"12.07.16";"13.07.16";"13.07.16";1664565,76;3699572,4;2055006,64;"GUTSCHRIFT";"051"
"8090";"12.07.16";"13.07.16";"13.07.16";1664565,76;3699572,4;-20000;"EUELEKTR.";"013"
"8091";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;11108,68;"SEPA-Gutschrift";"166"
"8092";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;5489,64;"SEPA-Gutschrift";"166"
"8093";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;2868,97;"SEPA-Gutschrift";"166"
"8094";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;2348,23;"SEPA-Gutschrift";"166"
"8095";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;2263,47;"SEPA-Gutschrift";"166"
"8096";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;1889;"SEPA-Gutschrift";"166"
"8097";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;1751,26;"GUTSCHRIFT";"051"
"8098";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;1739;"SEPA-Gutschrift";"166"
"8099";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;1409;"SEPA-Gutschrift";"166"
"8100";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;1330;"SEPA-Gutschrift";"166"
"8101";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;1112;"SEPA-Gutschrift";"166"
"8102";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;1110,19;"EUELEKTR.";"063"
"8103";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;1047;"SEPA-Gutschrift";"166"
"8104";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;864,1;"SEPA-Gutschrift";"166"
"8105";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;809;"SEPA-Gutschrift";"166"
"8106";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;779,39;"SEPA-Gutschrift";"166"
"8107";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;743;"SEPA-Gutschrift";"166"
"8108";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;719;"SEPA-Gutschrift";"166"
"8109";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;703,35;"SEPA-Gutschrift";"166"
"8110";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;699,6;"SEPA-Gutschrift";"166"
"8111";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;649;"SEPA-Gutschrift";"166"
"8112";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;619;"SEPA-Gutschrift";"166"
"8113";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;599;"SEPA-Gutschrift";"166"
"8114";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;550;"SEPA-Gutschrift";"166"
"8115";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;479;"SEPA-Gutschrift";"166"
"8116";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;434,65;"SEPA-Gutschrift";"166"
"8117";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;423,64;"SEPA-Gutschrift";"166"
"8118";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;400;"SEPA-Gutschrift";"166"
"8119";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;388;"SEPA-Gutschrift";"166"
"8120";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;329;"SEPA-Gutschrift";"166"
"8121";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;300;"SEPA-Gutschrift";"166"
"8122";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;300;"SEPA-Gutschrift";"166"
"8123";"12.07.16";"13.07.16";"13.07.16";303011,35;350772,87;299;"SEPA-Gutschrift";"166"
